time,y_test,y_pred,all
2018-11-15 15:00:00,14003KT 090V210 9999 FEW024 19/12 Q1016 NOSIG,vrb02kt 9999 few010 sct022 16 11 q1015 nosig,14007kt 9999 prec0n CL0 CM0 18 11 q1015 vrb02kt 9999 few010 sct022 16 11 q1015 nosig sct030tcu bkn020cb q1000
2020-10-31 20:00:00,23014G26KT 190V280 9999 SCT003 BKN004 16/15 Q1023 TEMPO 3000 -RA BKN003,22012g26kt 170v270 9999 ra bkn009 16 14 q1020 tempo 3000 ra,20019kt 9999 prec0y CL6 CM1 15 15 q1021 22012g26kt 170v270 9999 ra bkn009 16 14 q1020 tempo 3000 ra
2020-04-23 12:00:00,VRB02KT 9999 SCT023 16/10 Q1018 NOSIG,vrb03kt 9999 few030 21 06 q1018 nosig,36007kt 9999 prec0n CL0 CM0 18 09 q1019 vrb03kt 9999 few030 21 06 q1018 nosig r35 1900n dz 16
2020-12-19 08:00:00,19004KT 5000 BCFG FEW003 08/08 Q1015 NOSIG,22004kt 190v280 9999 ovc006 10 09 q1015 tempo 3000 ra br,22007kt 500 prec0n CL4 CM3 10 10 q1014 22004kt 190v280 9999 ovc006 10 09 q1015 tempo 3000 ra br
2022-01-07 10:00:00,VRB02KT 9000 SCT018 SCT035 07/06 Q1032 NOSIG,vrb01kt 9999 few020 07 04 q1035 tempo 3000 ra bkn010 11,34007kt 9999 prec0n CL0 CM0 08 05 q1034 vrb01kt 9999 few020 07 04 q1035 tempo 3000 ra bkn010 11
2022-12-10 11:00:00,09003KT 010V120 CAVOK 07/03 Q1012 NOSIG,00000kt 9999 few045 05 04 q1010 nosig,09003kt 9999 prec0n CL0 CM0 06 03 q1014 00000kt 9999 few045 05 04 q1010 nosig 0250n r35 0650n bcfg
2022-06-26 23:00:00,01002KT 9999 FEW015 10/08 Q1021 NOSIG,vrb01kt 9999 few020 09 07 q1020 nosig,35005kt 9999 prec0n CL0 CM0 09 09 q1020 vrb01kt 9999 few020 09 07 q1020 nosig r35 0500d bcfg bkn004
2021-02-20 05:00:00,19026G41KT 160V220 9999 BKN030 14/08 Q0998 TEMPO 3000 RA,21017kt 170v250 9999 ra sct007 bkn011 11 11 q0994 tempo 3000,19031kt 1000 prec0y CL5 CM6 11 10 q0998 21017kt 170v250 9999 ra sct007 bkn011 11 11 q0994 tempo 3000
2018-10-01 03:00:00,05009KT 360V120 9999 FEW020 13/10 Q1024 NOSIG,03006kt 350v080 9999 few020 12 11 q1023 nosig,04011kt 9999 prec0n CL0 CM0 11 10 q1024 03006kt 350v080 9999 few020 12 11 q1023 nosig sct010 bkn020 bkn035
2018-10-12 15:00:00,19013KT 160V240 9999 -DZRA BCFG FEW006 BKN009 OVC014 18/17 Q1016 NOSIG,18007kt 9999 few020tcu sct029 ovc030 19 17 q1017 nosig,19011kt 9999 prec0y CL5 CM0 18 16 q1016 18007kt 9999 few020tcu sct029 ovc030 19 17 q1017 nosig ra bcfg
2019-08-13 00:00:00,02003KT 9999 FEW025 11/10 Q1025 NOSIG,vrb01kt 0100 r17 0175n r35 0350n fg vv001 10 09 q1023,03005kt 9999 prec0n CL0 CM0 10 10 q1026 vrb01kt 0100 r17 0175n r35 0350n fg vv001 10 09 q1023
2019-02-05 22:00:00,21003KT 160V250 9999 OVC021 09/09 Q1028 NOSIG,16005kt 120v190 9999 few020 08 07 q1027 nosig,19007kt 9999 prec0n CL0 CM0 07 05 q1029 16005kt 120v190 9999 few020 08 07 q1027 nosig sct010 sct025tcu bkn035
2020-03-02 00:00:00,29018G31KT 250V340 4000 -RA SCT008 BKN013 11/11 Q0997 TEMPO 1500 SHRA BKN020TCU,21008kt 170v250 7000 ra sct003 bkn008 10 09 q0999 tempo 3000,26015kt 9999 prec0y CL7 CM8 10 08 q1002 21008kt 170v250 7000 ra sct003 bkn008 10 09 q0999 tempo 3000
2020-10-15 05:00:00,16002KT 5000 1400SW BCFG FEW001 SCT025 BKN048 08/08 Q1021 TEMPO 3000 -DZ,00000kt 9999 vcfg few006 sct015 11 10 q1021 nosig,35003kt 500 prec0n CL6 CM0 10 10 q1021 00000kt 9999 vcfg few006 sct015 11 10 q1021 nosig bkn010 11
2021-04-17 07:00:00,11009KT 080V140 9999 FEW030 06/00 Q1020 NOSIG,10008kt 070v130 cavok 00 m04 q1019 nosig,09013kt 9999 prec0n CL0 CM0 05 -2 q1024 10008kt 070v130 cavok 00 m04 q1019 nosig bkn010 14 12 q1021
2018-01-16 02:00:00,25007KT 210V290 1500 DZ BCFG BKN002 10/10 Q1027 NOSIG,24006kt 200v300 9999 sct010 bkn018 12 11 q1027 tempo 3000 br,24009kt 500 prec0y CL6 CM0 11 11 q1027 24006kt 200v300 9999 sct010 bkn018 12 11 q1027 tempo 3000 br
2022-07-16 13:00:00,VRB03KT CAVOK 30/19 Q1017 NOSIG,25004kt 150v320 9999 few030 27 18 q1019 nosig,23007kt 9999 prec0n CL0 CM0 32 20 q1017 25004kt 150v320 9999 few030 27 18 q1019 nosig sct030tcu bkn040 22
2019-06-07 01:00:00,26006KT 210V300 9999 FEW020 SCT045 08/07 Q1010 TEMPO RA,30009kt 280v340 9999 few020 few035tcu 09 07 q1009 tempo 3000 ra,26011kt 9999 prec0n CL0 CM2 10 08 q1010 30009kt 280v340 9999 few020 few035tcu 09 07 q1009 tempo 3000 ra
2020-08-26 15:00:00,26005KT 210V320 9999 FEW028 SCT035 27/19 Q1021 NOSIG,36009kt 330v030 9999 few030 25 20 q1020 nosig,25009kt 9999 prec0n CL0 CM0 26 19 q1021 36009kt 330v030 9999 few030 25 20 q1020 nosig few025tcu bcfg bkn007
2020-09-11 16:00:00,36006KT 320V030 9999 FEW024 30/17 Q1015 NOSIG,18004kt 100v270 9999 few020 sct032 24 16 q1012 nosig,28003kt 9999 prec0n CL0 CM0 28 16 q1014 18004kt 100v270 9999 few020 sct032 24 16 q1012 nosig sct030tcu 5000
2019-10-27 13:00:00,17004KT 120V210 CAVOK 20/12 Q1017 NOSIG,19007kt 160v240 9999 few030 18 13 q1019 nosig,20009kt 9999 prec0n CL0 CM5 17 14 q1017 19007kt 160v240 9999 few030 18 13 q1019 nosig few025tcu bcfg vv001
2018-12-11 06:00:00,15006KT CAVOK 09/00 Q1021 NOSIG,16006kt 9999 bkn034 09 03 q1023 nosig,15005kt 9999 prec0n CL0 CM2 08 04 q1022 16006kt 9999 bkn034 09 03 q1023 nosig 3000 br bkn002 ovc007
2020-04-30 20:00:00,24013G23KT 170V290 3200 RADZ BR BKN004 OVC010 14/14 Q1015 NOSIG,24015g28kt 200v290 5000 ra sct004 bkn006 13 13 q1014 tempo 3000,23019kt 3000 prec0y CL8 CM5 14 13 q1014 24015g28kt 200v290 5000 ra sct004 bkn006 13 13 q1014 tempo 3000
2020-09-06 01:00:00,07010KT 030V110 9999 OVC016 16/13 Q1022 NOSIG,06014kt 020v100 9999 few014 15 12 q1023 nosig,03015kt 9999 prec0n CL3 CM0 15 14 q1023 06014kt 020v100 9999 few014 15 12 q1023 nosig sct010 16 13
2022-10-09 04:00:00,VRB02KT 8000 BCFG FEW006 13/13 Q1015 TEMPO 3000 BR,vrb01kt 9999 few039 12 10 q1015 nosig,21005kt 9999 prec0n CL0 CM0 12 10 q1015 vrb01kt 9999 few039 12 10 q1015 nosig sct040tcu 10 10 q1015
2019-02-23 13:00:00,21004KT 140V300 9999 FEW031 17/10 Q1031 NOSIG,vrb04kt 9999 few030 16 07 q1029 nosig,20011kt 9999 prec0n CL0 CM0 16 08 q1030 vrb04kt 9999 few030 16 07 q1029 nosig r35 vv001 15 15
2019-06-12 04:00:00,00000KT 9999 FEW010 SCT045 08/08 Q1017 NOSIG,14001kt 9999 sct010 09 07 q1017 nosig,33003kt 500 prec0n CL7 CM0 08 08 q1018 14001kt 9999 sct010 09 07 q1017 nosig sct030tcu 8000 nsc 14
2021-05-20 20:00:00,27006KT 230V330 9999 BKN012 16/13 Q1022 WS ALL RWY NOSIG,24006kt 200v290 9999 few007 sct011 bkn020 14 12 q1023 nosig,27007kt 9999 prec0n CL0 CM0 15 12 q1023 24006kt 200v290 9999 few007 sct011 bkn020 14 12 q1023 nosig bkn005
2021-06-15 14:00:00,03007KT 340V070 9999 FEW030 29/17 Q1016 NOSIG,35003kt 260v060 9999 few030 30 19 q1016 nosig,03007kt 9999 prec0n CL0 CM0 31 19 q1014 35003kt 260v060 9999 few030 30 19 q1016 nosig few040tcu sct030tcu 26
2018-11-12 21:00:00,19001KT CAVOK 07/07 Q1022 NOSIG,00000kt 9999 few020 bkn035 09 07 q1022 nosig,30003kt 500 prec0n CL7 CM0 09 08 q1022 00000kt 9999 few020 bkn035 09 07 q1022 nosig bkn010 09 08
2022-11-10 01:00:00,18005KT 9999 BKN010 BKN020 13/13 Q1022 NOSIG,23006kt 200v260 9999 few008 sct014 bkn024 13 12 q1021 rera tempo,21009kt 9999 prec0n CL4 CM0 13 13 q1021 23006kt 200v260 9999 few008 sct014 bkn024 13 12 q1021 rera tempo
2021-08-22 15:00:00,06008KT 010V140 CAVOK 25/17 Q1021 NOSIG,36007kt 320v070 9999 few030 26 21 q1020 nosig,01011kt 9999 prec0n CL0 CM0 27 18 q1020 36007kt 320v070 9999 few030 26 21 q1020 nosig few025tcu bcfg 21
2021-08-03 07:00:00,31002KT 1500 0800N R17/0650D R35/P2000 BCFG FEW001 11/10 Q1019 TEMPO 6000 NSW,00000kt 9999 few011 14 12 q1019 nosig,07003kt 500 prec0n CL5 CM0 12 12 q1020 00000kt 9999 few011 14 12 q1019 nosig bkn003 0450n bcfg vv001
2019-03-27 01:00:00,VRB02KT CAVOK 06/03 Q1022 NOSIG,15006kt 120v180 cavok 09 02 q1023 nosig,08015kt 9999 prec0n CL0 CM0 08 01 q1026 15006kt 120v180 cavok 09 02 q1023 nosig bkn003 0900u dz bcfg
2022-06-23 23:00:00,23006KT 190V280 4000 -DZ BR SCT003 BKN005 BKN012 13/12 Q1017 NOSIG,19005kt 160v240 9999 few030 13 11 q1017 nosig,22007kt 500 prec0n CL5 CM1 12 12 q1017 19005kt 160v240 9999 few030 13 11 q1017 nosig sct040tcu dz fg
2018-05-16 10:00:00,08013KT 030V140 9999 SCT023 15/09 Q1020 NOSIG,07007kt 030v110 9999 few020 14 10 q1022 nosig,04015kt 9999 prec0n CL0 CM0 15 10 q1022 07007kt 030v110 9999 few020 14 10 q1022 nosig sct025tcu bcfg sct001
2020-11-07 12:00:00,19011KT 160V220 9999 SCT014 BKN018 13/11 Q1013 NOSIG,20013kt 160v240 9999 few008 bkn012 sct020tcu 13 10 q1012 tempo 4000,19021kt 9999 prec0n CL0 CM1 15 11 q1009 20013kt 160v240 9999 few008 bkn012 sct020tcu 13 10 q1012 tempo 4000
2018-10-06 18:00:00,01008KT 330V030 9999 SCT030 12/09 Q1022 NOSIG,02007kt 350v050 9999 few030 14 07 q1021 nosig,01011kt 9999 prec0n CL0 CM0 13 09 q1023 02007kt 350v050 9999 few030 14 07 q1021 nosig few025tcu bkn010 16
2021-12-31 19:00:00,15012KT CAVOK 15/07 Q1022 NOSIG,vrb02kt 9999 few020 sct040 15 11 q1021 nosig,17007kt 9999 prec0n CL0 CM0 12 08 q1022 vrb02kt 9999 few020 sct040 15 11 q1021 nosig few025tcu bkn048 13
2022-04-04 18:00:00,05013KT 010V080 9999 FEW036 09/M00 Q1016 NOSIG,03010kt 350v070 9999 few020 09 01 q1019 nosig,04015kt 9999 prec0n CL0 CM0 09 02 q1020 03010kt 350v070 9999 few020 09 01 q1019 nosig rwy 4000 ra
2018-04-13 12:00:00,05006KT 340V100 9999 FEW012 BKN020 BKN036 11/09 Q1009 NOSIG,vrb02kt 9999 few010 sct049 12 09 q1009 nosig,36007kt 9999 prec0n CL0 CM1 13 08 q1006 vrb02kt 9999 few010 sct049 12 09 q1009 nosig sct025tcu bkn002 12
2020-06-21 08:00:00,22006KT 170V250 9999 SCT004 BKN009 BKN015 16/15 Q1027 TEMPO 3000 -RA BR BKN005,vrb01kt 9999 few012 16 13 q1027 nosig,20007kt 9999 prec0n CL4 CM0 16 14 q1026 vrb01kt 9999 few012 16 13 q1027 nosig few008 14 11 q1025
2020-05-18 19:00:00,03004KT 340V080 CAVOK 20/08 Q1024 NOSIG,35006kt 320v020 9999 few030 19 12 q1023 nosig,36009kt 9999 prec0n CL0 CM0 19 10 q1024 35006kt 320v020 9999 few030 19 12 q1023 nosig sct025tcu bkn048 16
2022-10-26 05:00:00,20011KT 160V230 9999 BKN007 BKN016 15/15 Q1013 NOSIG,18014kt 150v210 9999 ra sct012 bkn019 bkn031 12 12 q1011 tempo,19015kt 9999 prec0y CL5 CM0 14 13 q1011 18014kt 150v210 9999 ra sct012 bkn019 bkn031 12 12 q1011 tempo
2019-01-02 19:00:00,VRB02KT CAVOK 06/04 Q1030 NOSIG,05005kt 050v140 cavok 08 04 q1031 nosig,03005kt 9999 prec0n CL0 CM0 07 06 q1032 05005kt 050v140 cavok 08 04 q1031 nosig sct025tcu bcfg vv001 15
2021-01-03 17:00:00,36008KT 330V030 9000 -RA SCT007 BKN024 04/04 Q1016 TEMPO 3000 RA BKN010,vrb02kt 9999 few020 sct036 bkn040 06 06 q1015 nosig,35003kt 9999 prec0y CL3 CM2 06 04 q1016 vrb02kt 9999 few020 sct036 bkn040 06 06 q1015 nosig sct040tcu dz
2018-08-30 10:00:00,05007KT 340V100 CAVOK 19/13 Q1023 NOSIG,vrb05kt 9999 few030 22 15 q1022 nosig,05007kt 9999 prec0n CL0 CM0 19 13 q1023 vrb05kt 9999 few030 22 15 q1022 nosig few010 bkn025cb 16 16
2021-12-07 04:00:00,21006KT 180V250 3000 -RADZ OVC002 12/12 Q1017 TEMPO 0800 DZ FG VV001,25008g18kt 180v330 4500 ra br bkn002 ovc006 14 14 q1018 nosig,23017kt 500 prec0y CL7 CM6 13 13 q1017 25008g18kt 180v330 4500 ra br bkn002 ovc006 14 14 q1018 nosig
2022-10-02 11:00:00,01008KT 330V050 9999 FEW014 18/14 Q1026 NOSIG,vrb02kt cavok 19 11 q1026 nosig,02005kt 9999 prec0n CL0 CM0 18 12 q1027 vrb02kt cavok 19 11 q1026 nosig sct030cb 17 12 q1027 nosig
2019-02-10 05:00:00,24018G32KT 200V300 4000 RA BKN004 BKN010 11/11 Q1013 BECMG 30012KT,22015g25kt 170v260 9999 few008 bkn012 10 09 q1013 tempo 3000 ra,21029kt 3000 prec0y CL5 CM4 12 11 q1014 22015g25kt 170v260 9999 few008 bkn012 10 09 q1013 tempo 3000 ra
2020-02-01 10:00:00,22009KT 180V280 3500 -DZ BCFG SCT002 BKN003 OVC007 13/13 Q1022 TEMPO 1500,23008kt 200v270 5000 br bkn003 ovc007 13 12 q1021 tempo 0800,21015kt 500 prec0y CL7 CM0 12 12 q1021 23008kt 200v270 5000 br bkn003 ovc007 13 12 q1021 tempo 0800
2021-09-04 22:00:00,00000KT CAVOK 16/13 Q1015 NOSIG,vrb01kt 9999 few010 14 12 q1016 nosig,11003kt 9999 prec0n CL0 CM0 14 12 q1016 vrb01kt 9999 few010 14 12 q1016 nosig sct007 bkn028 16 16
2018-02-17 15:00:00,04009KT 010V070 9999 SCT032 11/04 Q1027 NOSIG,33004kt 280v020 9999 few017 few023tcu bkn035 11 04 q1026 tempo 3000,36013kt 9999 prec0n CL0 CM0 11 04 q1029 33004kt 280v020 9999 few017 few023tcu bkn035 11 04 q1026 tempo 3000
2022-02-25 16:00:00,07008KT 020V130 CAVOK 14/04 Q1023 NOSIG,07011kt 040v100 12 07 m00 q1021 nosig,06015kt 9999 prec0n CL0 CM0 13 05 q1025 07011kt 040v100 12 07 m00 q1021 nosig 15 14 q1015 nosig
2018-11-20 11:00:00,VRB04KT 7000 -RA SCT004 BKN010 OVC020 09/08 Q1000 RERA NOSIG,vrb02kt 9999 ra sct012 bkn020 11 10 q1003 tempo 3000 ra,06005kt 9999 prec0y CL7 CM7 10 08 q1000 vrb02kt 9999 ra sct012 bkn020 11 10 q1003 tempo 3000 ra
2020-04-14 18:00:00,02005KT 9999 VCSH FEW018 FEW028CB SCT038 14/13 Q1008 TEMPO 3000 SHRA TS SCT030CB,10002kt 6000 ra sct003 bkn007 13 13 q1006 tempo 3000 ra,08007kt 9999 prec0n CL0 CM1 18 13 q1007 10002kt 6000 ra sct003 bkn007 13 13 q1006 tempo 3000 ra
2020-02-14 15:00:00,22006KT 160V260 9999 SCT032 OVC040 12/10 Q1025 TEMPO 3000 BCFG BKN003,25004kt 200v290 9999 few008 sct013 bkn045 12 11 q1023 nosig,21011kt 9999 prec0y CL6 CM0 12 10 q1024 25004kt 200v290 9999 few008 sct013 bkn045 12 11 q1023 nosig sct030tcu
2020-08-07 11:00:00,VRB05KT 9999 BKN018 22/16 Q1020 NOSIG,vrb03kt 9999 few020 23 15 q1017 nosig,34005kt 9999 prec0n CL0 CM0 24 16 q1018 vrb03kt 9999 few020 23 15 q1017 nosig 220v350 nosig sct020 bkn025cb
2021-03-01 11:00:00,21009KT 180V240 9999 BKN008 BKN014 OVC029 10/08 Q1016 TEMPO BKN010,21012kt 170v250 9999 few020 sct025 13 10 q1017 nosig,19015kt 9999 prec0n CL4 CM0 13 08 q1017 21012kt 170v250 9999 few020 sct025 13 10 q1017 nosig sct025tcu sct030tcu
2022-03-20 04:00:00,11006KT 9999 FEW010 12/06 Q1018 NOSIG,10005kt cavok 09 04 q1018 nosig,09007kt 9999 prec0n CL0 CM1 09 06 q1019 10005kt cavok 09 04 q1018 nosig sct025tcu bcfg sct002 12 12
2020-03-25 00:00:00,00000KT CAVOK 09/08 Q1016 NOSIG,vrb01kt cavok 10 07 q1017 nosig,06003kt 9999 prec0n CL0 CM0 10 08 q1017 vrb01kt cavok 10 07 q1017 nosig few025tcu bcfg sct001 11 07
2019-08-19 22:00:00,02008KT 340V050 9999 FEW025 14/12 Q1022 NOSIG,03007kt 340v080 9999 few007 14 12 q1023 nosig,02011kt 9999 prec0n CL0 CM0 13 12 q1023 03007kt 340v080 9999 few007 14 12 q1023 nosig sct010 sct025tcu bkn035
2018-02-22 15:00:00,01006KT 330V080 9999 FEW035 12/01 Q1010 NOSIG,07001kt 9999 18 15 q1011 nosig,05005kt 9999 prec0n CL0 CM0 12 -1 q1014 07001kt 9999 18 15 q1011 nosig few030cb 18 15 q1013 nosig
2022-03-10 06:00:00,12005KT 8000 FEW005 M00/M00 Q1016 TEMPO 3000 BR,vrb02kt 9999 few030 05 04 q1016 nosig,24003kt 500 prec0n CL0 CM0 04 04 q1017 vrb02kt 9999 few030 05 04 q1016 nosig few025tcu bcfg sct001 03
2020-02-27 05:00:00,25008G20KT 200V300 9000 BKN008 BKN019 10/09 Q1021 NOSIG,25008kt 170v320 9999 sct015 bkn028 10 07 q1021 nosig,22017kt 500 prec0n CL6 CM0 09 09 q1021 25008kt 170v320 9999 sct015 bkn028 10 07 q1021 nosig sct040tcu 10
2019-01-04 06:00:00,VRB02KT CAVOK 01/M04 Q1028 NOSIG,13004kt 090v160 cavok 02 m02 q1031 nosig,11007kt 9999 prec0n CL0 CM0 04 00 q1032 13004kt 090v160 cavok 02 m02 q1031 nosig r35 0500d bcfg vv001
2020-10-23 21:00:00,21010KT 170V250 9999 BKN020 OVC032 12/10 Q1023 TEMPO BKN010,19007kt 160v230 9999 few012 12 11 q1023 nosig,21013kt 9999 prec0n CL5 CM0 12 11 q1023 19007kt 160v230 9999 few012 12 11 q1023 nosig few020 bkn048 bkn035
2020-06-27 00:00:00,25007KT 170V320 2000 DZ BR BKN002 15/15 Q1017 NOSIG,21007kt 160v260 9999 sct003 bkn005 bkn009 16 15 q1017 nosig,22011kt 500 prec0n CL5 CM4 14 14 q1017 21007kt 160v260 9999 sct003 bkn005 bkn009 16 15 q1017 nosig sct007
2022-09-17 09:00:00,12008KT 080V150 CAVOK 16/14 Q1015 NOSIG,12006kt 090v150 9999 few010 sct047 17 14 q1017 nosig,09013kt 9999 prec0n CL0 CM0 17 13 q1016 12006kt 090v150 9999 few010 sct047 17 14 q1017 nosig sct030tcu bkn048
2022-11-02 13:00:00,26004KT 200V320 9999 FEW020 14/11 Q1023 NOSIG,25007kt 200v300 9999 sct012 bkn018 15 13 q1023 nosig,22013kt 9999 prec0n CL3 CM2 15 12 q1023 25007kt 200v300 9999 sct012 bkn018 15 13 q1023 nosig sct030tcu bkn040
2021-11-24 04:00:00,02008KT 350V060 9999 FEW015 BKN035 07/05 Q1018 NOSIG,03007kt 010v070 9999 few020 07 04 q1019 nosig,01015kt 9999 prec0n CL1 CM0 07 06 q1017 03007kt 010v070 9999 few020 07 04 q1019 nosig few025tcu bcfg sct001
2022-09-03 11:00:00,21006KT 150V270 9999 SCT025 18/11 Q1016 NOSIG,25005kt 200v300 9999 few020 sct040 20 14 q1015 nosig,23013kt 9999 prec0n CL2 CM0 18 13 q1015 25005kt 200v300 9999 few020 sct040 20 14 q1015 nosig sct030tcu bkn048
2020-05-13 10:00:00,VRB02KT 9999 SCT017 16/12 Q1005 NOSIG,11004kt 030v160 9999 few014 14 11 q1004 tempo 3000 shra bkn030cb,09003kt 9999 prec0n CL1 CM0 15 09 q1004 11004kt 030v160 9999 few014 14 11 q1004 tempo 3000 shra bkn030cb
2018-04-22 19:00:00,36010KT 330V030 6000 OVC004 11/10 Q1017 TEMPO 3000 BR,03007kt 360v070 9999 few015 sct025 15 10 q1016 nosig,01011kt 9999 prec0n CL0 CM0 15 11 q1017 03007kt 360v070 9999 few015 sct025 15 10 q1016 nosig sct030tcu few045cb
2019-07-05 13:00:00,24006KT 200V320 9999 SCT028 23/17 Q1017 TEMPO FEW040TCU,27006kt 210v320 9999 few020 24 15 q1017 nosig,24009kt 9999 prec0n CL2 CM0 25 16 q1017 27006kt 210v320 9999 few020 24 15 q1017 nosig few040tcu 17 15
2021-02-14 12:00:00,22010KT 180V260 CAVOK 14/07 Q1023 NOSIG,21004kt 140v300 9999 ra sct007 bkn012 bkn030 13 09 q1026 tempo,20019kt 9999 prec0n CL0 CM0 14 06 q1025 21004kt 140v300 9999 ra sct007 bkn012 bkn030 13 09 q1026 tempo
2021-04-17 06:00:00,10008KT 070V130 CAVOK 04/M00 Q1020 NOSIG,11007kt 070v150 cavok 350v050 03 q1015 nosig,09011kt 9999 prec0n CL0 CM0 04 -2 q1024 11007kt 070v150 cavok 350v050 03 q1015 nosig 0250n fg vv001 08
2019-03-15 21:00:00,36003KT 320V030 CAVOK 06/05 Q1025 NOSIG,vrb01kt 9999 few020 09 07 q1025 nosig,02005kt 9999 prec0n CL0 CM0 08 08 q1026 vrb01kt 9999 few020 09 07 q1025 nosig sct025cb 04 04 q1028
2020-12-01 19:00:00,03008KT CAVOK 10/06 Q1024 NOSIG,02008kt 360v060 9999 few020 09 07 q1023 nosig,02009kt 9999 prec0n CL0 CM1 10 05 q1025 02008kt 360v060 9999 few020 09 07 q1023 nosig sct010 bkn013 ovc020
2019-10-01 00:00:00,21007KT 170V240 9999 FEW011 BKN018 16/15 Q1016 TEMPO BKN010,22007kt 160v300 9999 few003 bkn005 ovc010 15 15 q1016 tempo 3000,21013kt 500 prec0n CL6 CM0 15 15 q1016 22007kt 160v300 9999 few003 bkn005 ovc010 15 15 q1016 tempo 3000
2019-05-03 23:00:00,03007KT 350V060 CAVOK 09/07 Q1016 NOSIG,05004kt 010v090 9999 few020 10 07 q1019 nosig,02009kt 500 prec0n CL5 CM0 09 08 q1018 05004kt 010v090 9999 few020 10 07 q1019 nosig sct040tcu dz bcfg
2018-08-19 12:00:00,07007KT 010V110 CAVOK 28/10 Q1022 NOSIG,08006kt 350v150 cavok 28 13 q1018 nosig,07011kt 9999 prec0n CL0 CM0 28 15 q1022 08006kt 350v150 cavok 28 13 q1018 nosig bkn010 19 18 q1016
2019-10-22 08:00:00,VRB01KT 9999 FEW027 06/05 Q1019 NOSIG,vrb01kt 9999 few020 08 07 q1017 nosig,01003kt 9999 prec0n CL0 CM0 06 06 q1019 vrb01kt 9999 few020 08 07 q1017 nosig 0250n fg vv001 08
2020-03-22 10:00:00,07004KT 020V120 9999 BKN010 10/08 Q1014 NOSIG,02008kt 350v050 9999 sct020 bkn028 11 07 q1014 nosig,01009kt 9999 prec0n CL0 CM0 11 08 q1012 02008kt 350v050 9999 sct020 bkn028 11 07 q1014 nosig sct040tcu dz
